success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,plugin_version,time_elapsed,random_id,participant_id,condition_name,participant,rt,stimulus,response,phase,trial_number,species_key,human_n,species_n,optionA_label,optionB_label,swap,left_is,right_is,left_label,middle_label,right_label,choice_options,comparison_label,chosen_option,choice_kind,saved_human,saved_animal,human_chosen,task,question_order,file_name
NA,NA,NA,NA,NA,html-button-response,28,2.0.0,217871,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,3916,"On one boat there is <b>1 person</b> and the other boat there is <b>1 clam</b>.
                 Will <b>You</b> save...",2,main_choice,11,clam,1,1,1 person,1 clam,TRUE,B,A,1 clam,Can't decide,1 person,"[""1 clam"",""Can't decide"",""1 person""]",1 person vs 1 clam,1 person,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,29,2.0.0,218372,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,30,2.0.0,223410,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,5036,"On one boat there is <b>100 people</b> and the other boat there is <b>10 pigeons</b>.
                 Will <b>You</b> save...",2,main_choice,12,pigeon,100,10,100 people,10 pigeons,TRUE,B,A,10 pigeons,Can't decide,100 people,"[""10 pigeons"",""Can't decide"",""100 people""]",100 people vs 10 pigeons,100 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,31,2.0.0,223912,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,32,2.0.0,227833,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,3920,"On one boat there is <b>100 people</b> and the other boat there is <b>10 clams</b>.
                 Will <b>You</b> save...",0,main_choice,13,clam,100,10,100 people,10 clams,FALSE,A,B,100 people,Can't decide,10 clams,"[""100 people"",""Can't decide"",""10 clams""]",100 people vs 10 clams,100 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,33,2.0.0,228335,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,34,2.0.0,229172,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,834,"On one boat there is <b>10 people</b> and the other boat there is <b>1 clam</b>.
                 Will <b>You</b> save...",0,main_choice,14,clam,10,1,10 people,1 clam,FALSE,A,B,10 people,Can't decide,1 clam,"[""10 people"",""Can't decide"",""1 clam""]",10 people vs 1 clam,10 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,35,2.0.0,229672,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,36,2.0.0,230770,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,1096,"On one boat there is <b>10 people</b> and the other boat there is <b>1 pig</b>.
                 Will <b>You</b> save...",0,main_choice,15,pig,10,1,10 people,1 pig,FALSE,A,B,10 people,Can't decide,1 pig,"[""10 people"",""Can't decide"",""1 pig""]",10 people vs 1 pig,10 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,37,2.0.0,231272,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,38,2.0.0,233612,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,2338,"On one boat there is <b>100 people</b> and the other boat there is <b>1 pigeon</b>.
                 Will <b>You</b> save...",0,main_choice,16,pigeon,100,1,100 people,1 pigeon,FALSE,A,B,100 people,Can't decide,1 pigeon,"[""100 people"",""Can't decide"",""1 pigeon""]",100 people vs 1 pigeon,100 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,39,2.0.0,234113,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,40,2.0.0,235895,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,1780,"On one boat there is <b>100 people</b> and the other boat there is <b>1 pig</b>.
                 Will <b>You</b> save...",0,main_choice,17,pig,100,1,100 people,1 pig,FALSE,A,B,100 people,Can't decide,1 pig,"[""100 people"",""Can't decide"",""1 pig""]",100 people vs 1 pig,100 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,41,2.0.0,236397,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,42,2.0.0,238676,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,2278,"On one boat there is <b>10 people</b> and the other boat there is <b>1 cat</b>.
                 Will <b>You</b> save...",2,main_choice,18,cat,10,1,10 people,1 cat,TRUE,B,A,1 cat,Can't decide,10 people,"[""1 cat"",""Can't decide"",""10 people""]",10 people vs 1 cat,10 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,43,2.0.0,239178,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,44,2.0.0,241938,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,2759,"On one boat there is <b>100 people</b> and the other boat there is <b>10 bunnies</b>.
                 Will <b>You</b> save...",2,main_choice,19,bunny,100,10,100 people,10 bunnies,TRUE,B,A,10 bunnies,Can't decide,100 people,"[""10 bunnies"",""Can't decide"",""100 people""]",100 people vs 10 bunnies,100 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,45,2.0.0,242439,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,46,2.0.0,243678,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,1236,"On one boat there is <b>1 person</b> and the other boat there is <b>100 clams</b>.
                 Will <b>You</b> save...",0,main_choice,20,clam,1,100,1 person,100 clams,FALSE,A,B,1 person,Can't decide,100 clams,"[""1 person"",""Can't decide"",""100 clams""]",1 person vs 100 clams,1 person,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,47,2.0.0,244180,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,48,2.0.0,247345,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,3164,"On one boat there is <b>1 person</b> and the other boat there is <b>100 cats</b>.
                 Will <b>You</b> save...",0,main_choice,21,cat,1,100,1 person,100 cats,TRUE,B,A,100 cats,Can't decide,1 person,"[""100 cats"",""Can't decide"",""1 person""]",1 person vs 100 cats,100 cats,animal,0,1,0,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,49,2.0.0,247847,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,50,2.0.0,250178,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,2330,"On one boat there is <b>1 person</b> and the other boat there is <b>1 bunny</b>.
                 Will <b>You</b> save...",2,main_choice,22,bunny,1,1,1 person,1 bunny,TRUE,B,A,1 bunny,Can't decide,1 person,"[""1 bunny"",""Can't decide"",""1 person""]",1 person vs 1 bunny,1 person,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,51,2.0.0,250679,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,52,2.0.0,252406,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,1724,"On one boat there is <b>100 people</b> and the other boat there is <b>10 cats</b>.
                 Will <b>You</b> save...",0,main_choice,23,cat,100,10,100 people,10 cats,FALSE,A,B,100 people,Can't decide,10 cats,"[""100 people"",""Can't decide"",""10 cats""]",100 people vs 10 cats,100 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,53,2.0.0,252907,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,54,2.0.0,255389,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,2480,"On one boat there is <b>10 people</b> and the other boat there is <b>100 pigeons</b>.
                 Will <b>You</b> save...",0,main_choice,24,pigeon,10,100,10 people,100 pigeons,FALSE,A,B,10 people,Can't decide,100 pigeons,"[""10 people"",""Can't decide"",""100 pigeons""]",10 people vs 100 pigeons,10 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,55,2.0.0,255890,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,56,2.0.0,257512,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,1620,"On one boat there is <b>10 people</b> and the other boat there is <b>100 pigs</b>.
                 Will <b>You</b> save...",0,main_choice,25,pig,10,100,10 people,100 pigs,FALSE,A,B,10 people,Can't decide,100 pigs,"[""10 people"",""Can't decide"",""100 pigs""]",10 people vs 100 pigs,10 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,57,2.0.0,258013,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,58,2.0.0,260408,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,2394,"On one boat there is <b>10 people</b> and the other boat there is <b>1 bunny</b>.
                 Will <b>You</b> save...",0,main_choice,26,bunny,10,1,10 people,1 bunny,FALSE,A,B,10 people,Can't decide,1 bunny,"[""10 people"",""Can't decide"",""1 bunny""]",10 people vs 1 bunny,10 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,59,2.0.0,260910,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,60,2.0.0,262170,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,1258,"On one boat there is <b>1 person</b> and the other boat there is <b>10 dogs</b>.
                 Will <b>You</b> save...",0,main_choice,27,dog,1,10,1 person,10 dogs,FALSE,A,B,1 person,Can't decide,10 dogs,"[""1 person"",""Can't decide"",""10 dogs""]",1 person vs 10 dogs,1 person,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,61,2.0.0,262672,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,62,2.0.0,263942,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,1267,"On one boat there is <b>1 person</b> and the other boat there is <b>10 clams</b>.
                 Will <b>You</b> save...",2,main_choice,28,clam,1,10,1 person,10 clams,TRUE,B,A,10 clams,Can't decide,1 person,"[""10 clams"",""Can't decide"",""1 person""]",1 person vs 10 clams,1 person,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,63,2.0.0,264443,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,64,2.0.0,265759,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,1314,"On one boat there is <b>10 people</b> and the other boat there is <b>1 pigeon</b>.
                 Will <b>You</b> save...",2,main_choice,29,pigeon,10,1,10 people,1 pigeon,TRUE,B,A,1 pigeon,Can't decide,10 people,"[""1 pigeon"",""Can't decide"",""10 people""]",10 people vs 1 pigeon,10 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,65,2.0.0,266259,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,66,2.0.0,267156,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,896,"On one boat there is <b>1 person</b> and the other boat there is <b>1 cat</b>.
                 Will <b>You</b> save...",2,main_choice,30,cat,1,1,1 person,1 cat,TRUE,B,A,1 cat,Can't decide,1 person,"[""1 cat"",""Can't decide"",""1 person""]",1 person vs 1 cat,1 person,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,67,2.0.0,267657,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,68,2.0.0,268763,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,1104,"On one boat there is <b>100 people</b> and the other boat there is <b>10 dogs</b>.
                 Will <b>You</b> save...",2,main_choice,31,dog,100,10,100 people,10 dogs,TRUE,B,A,10 dogs,Can't decide,100 people,"[""10 dogs"",""Can't decide"",""100 people""]",100 people vs 10 dogs,100 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,69,2.0.0,269265,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,70,2.0.0,270272,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,1004,"On one boat there is <b>10 people</b> and the other boat there is <b>100 dogs</b>.
                 Will <b>You</b> save...",0,main_choice,32,dog,10,100,10 people,100 dogs,FALSE,A,B,10 people,Can't decide,100 dogs,"[""10 people"",""Can't decide"",""100 dogs""]",10 people vs 100 dogs,10 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,71,2.0.0,270774,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,72,2.0.0,272173,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,1398,"On one boat there is <b>1 person</b> and the other boat there is <b>100 pigeons</b>.
                 Will <b>You</b> save...",2,main_choice,33,pigeon,1,100,1 person,100 pigeons,TRUE,B,A,100 pigeons,Can't decide,1 person,"[""100 pigeons"",""Can't decide"",""1 person""]",1 person vs 100 pigeons,1 person,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,73,2.0.0,272675,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,74,2.0.0,275167,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,2491,"On one boat there is <b>10 people</b> and the other boat there is <b>1 dog</b>.
                 Will <b>You</b> save...",2,main_choice,34,dog,10,1,10 people,1 dog,TRUE,B,A,1 dog,Can't decide,10 people,"[""1 dog"",""Can't decide"",""10 people""]",10 people vs 1 dog,10 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,75,2.0.0,275668,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,76,2.0.0,277412,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,1741,"On one boat there is <b>100 people</b> and the other boat there is <b>1 cat</b>.
                 Will <b>You</b> save...",2,main_choice,35,cat,100,1,100 people,1 cat,TRUE,B,A,1 cat,Can't decide,100 people,"[""1 cat"",""Can't decide"",""100 people""]",100 people vs 1 cat,100 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,77,2.0.0,277914,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,78,2.0.0,278920,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,1004,"On one boat there is <b>1 person</b> and the other boat there is <b>10 pigs</b>.
                 Will <b>You</b> save...",0,main_choice,36,pig,1,10,1 person,10 pigs,FALSE,A,B,1 person,Can't decide,10 pigs,"[""1 person"",""Can't decide"",""10 pigs""]",1 person vs 10 pigs,1 person,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,79,2.0.0,279421,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-button-response,80,2.0.0,280136,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,713,"On one boat there is <b>10 people</b> and the other boat there is <b>100 cats</b>.
                 Will <b>You</b> save...",0,main_choice,37,cat,10,100,10 people,100 cats,FALSE,A,B,10 people,Can't decide,100 cats,"[""10 people"",""Can't decide"",""100 cats""]",10 people vs 100 cats,10 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
NA,NA,NA,NA,NA,html-keyboard-response,81,2.0.0,280637,po2nn4x1ntk,po2nn4x1ntk,You,butterfly,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/po2nn4x1ntk_1772139289221.csv
